Fish_ID,Event_ID,Taxon_ID,Number,Min,Max,AvgLgth,Area,Comments
20161026092016-827411830.425262,20161026092016-279342055.32074,20160411125756-407380640.506744,6,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-832730174.064636,20161026092016-961953163.146973,20160411125756-407380640.506744,7,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-872546851.634979,20161026092016-279342055.32074,20160411125756-407380640.506744,3,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-89641392.2309875,20161026092016-824602127.075195,20160411125756-407380640.506744,2,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-927616536.617279,20161026092016-524868428.707123,20160411125756-407380640.506744,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-928785979.747772,20161026092016-767111659.049988,20160411125756-407380640.506744,20,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-95429062.8433228,20161026092016-589163005.35202,20160411125756-407380640.506744,2,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20161026092016-97929835.319519,20161026092016-790480017.662048,20160411125756-407380640.506744,1,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but this species does not exist at NPSA.  This species should be C. striatus, which is found only at NSPA and WAPA."
20170714074533-150311291.217804,20170714074533-862619340.419769,20180301132624-56236863.1362915,1,17,17,17,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-162821590.900421,20170714074533-579518616.199493,20180301132624-56236863.1362915,1,15,15,15,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-235282242.298126,20170714074533-45352756.9770813,20180301132624-56236863.1362915,5,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-292866826.057434,20170714074533-862619340.419769,20180301132624-56236863.1362915,2,14,14,14,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-389501869.678497,20170714074533-871445834.636688,20180301132624-56236863.1362915,1,17,17,17,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-55593490.6005859,20170714074533-289562463.760376,20180301132624-56236863.1362915,1,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-589792549.610138,20170714074533-709037899.971008,20180301132624-56236863.1362915,1,10,10,10,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-646587133.407593,20170714074533-579518616.199493,20180301132624-56236863.1362915,1,10,10,10,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-700514316.558838,20170714074533-949556648.731232,20180301132624-56236863.1362915,2,20,20,20,100,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-846187412.7388,20170714074533-364018678.665161,20180301132624-56236863.1362915,5,5,5,5,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-860589265.823364,20170714074533-871445834.636688,20180301132624-56236863.1362915,1,18,18,18,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
20170714074533-95429062.8433228,20170714074533-709037899.971008,20180301132624-56236863.1362915,2,12,12,12,50,"Original detected species name was Ctenochaetus strigosus, but due to confusion as whether it should be C. striatus or C. cyanocheilus, both of which are found in Guam, will ID to just genus."
