age,income,type
48,145444,fake
18,81487,fake
29,74146,fake
36,51714,fake
29,96080,fake
24,129020,fake
21,130794,fake
43,134021,fake
42,64011,fake
27,41804,fake
23,30961,fake
22,94429,fake
48,127665,fake
23,36049,fake
56,136807,fake
47,99367,fake
30,136404,fake
35,91402,fake
61,32589,fake
51,147905,fake
51,53044,fake
24,72576,fake
29,50071,fake
33,78616,fake
56,142076,fake
58,27527,fake
56,24519,fake
46,103202,fake
55,134794,fake
35,76409,fake
29,23571,fake
29,24563,fake
38,96597,fake
50,145022,fake
48,54765,fake
23,82448,fake
35,131043,fake
41,24099,fake
54,138357,fake
27,48752,fake
22,39420,fake
34,44743,fake
55,148470,fake
48,123151,fake
45,31181,fake
51,106015,fake
62,148145,fake
57,37714,fake
45,64312,fake
27,40287,fake
64,109546,fake
37,30347,fake
39,55059,fake
19,64129,fake
24,78293,fake
44,43095,fake
39,87132,fake
48,149440,fake
19,98472,fake
42,149651,fake
45,36554,fake
51,61745,fake
50,99819,fake
22,16332,fake
55,68708,fake
23,42467,fake
65,130109,fake
60,134227,fake
30,141000,fake
34,48766,fake
35,143253,fake
38,105801,fake
55,34521,fake
65,119872,fake
61,48942,fake
65,38783,fake
46,19419,fake
26,18686,fake
44,136602,fake
33,140089,fake
59,114600,fake
57,141984,fake
48,135785,fake
64,62204,fake
18,107999,fake
43,124849,fake
25,73779,fake
44,33414,fake
45,82053,fake
24,95432,fake
63,39241,fake
37,146715,fake
65,141850,fake
40,33409,fake
46,94755,fake
27,103225,fake
24,96242,fake
52,44274,fake
49,148924,fake
35,25485,fake
38,70530,fake
20,111036,fake
51,145885,fake
56,25548,fake
45,46737,fake
36,128690,fake
38,51919,fake
56,91355,fake
31,52186,fake
20,49795,fake
41,107967,fake
58,56680,fake
65,73979,fake
46,100372,fake
34,70682,fake
51,69935,fake
50,67305,fake
56,38405,fake
47,49903,fake
45,86825,fake
35,103891,fake
45,88743,fake
62,67526,fake
28,104363,fake
26,122870,fake
38,48270,fake
44,141784,fake
31,146472,fake
32,129446,fake
30,122583,fake
18,114673,fake
58,145748,fake
65,81516,fake
40,109135,fake
38,39743,fake
55,52606,fake
55,99609,fake
56,129856,fake
48,43043,fake
18,100415,fake
22,62153,fake
46,44440,fake
34,59475,fake
46,106873,fake
61,65100,fake
54,68135,fake
63,23721,fake
52,16901,fake
25,90669,fake
56,77805,fake
21,120417,fake
56,101798,fake
20,18210,fake
64,67484,fake
47,18800,fake
32,15412,fake
18,32484,fake
60,108039,fake
37,88108,fake
60,122078,fake
43,27939,fake
56,22144,fake
61,80699,fake
18,120144,fake
41,127774,fake
20,121765,fake
46,45196,fake
43,139197,fake
47,22975,fake
18,35260,fake
45,47696,fake
20,108676,fake
59,140946,fake
29,83165,fake
51,70265,fake
60,140919,fake
49,127404,fake
54,110147,fake
65,29679,fake
28,34656,fake
46,32929,fake
34,46616,fake
19,22146,fake
36,130769,fake
24,82100,fake
21,47622,fake
51,80538,fake
40,98770,fake
32,92432,fake
54,128883,fake
39,131013,fake
41,31323,fake
30,68286,fake
36,67123,fake
32,40207,fake
44,139990,fake
44,117662,fake
30,100080,fake
59,101552,fake
53,146968,fake
25,78099,fake
27,119720,fake
28,98694,fake
40,120790,fake
64,100768,fake
19,129551,fake
60,20022,fake
25,67264,fake
25,128863,fake
64,15731,fake
53,87496,fake
49,34522,fake
19,100794,fake
23,126143,fake
51,36528,fake
60,18932,fake
56,86018,fake
57,69783,fake
20,16616,fake
36,26317,fake
33,112749,fake
61,16733,fake
62,48098,fake
49,53204,fake
32,48698,fake
26,125192,fake
40,82517,fake
54,86707,fake
29,62671,fake
39,49140,fake
61,27371,fake
18,92525,fake
40,21964,fake
39,123000,fake
36,110652,fake
49,138085,fake
61,145655,fake
35,19561,fake
34,58421,fake
63,143237,fake
28,27422,fake
64,94386,fake
55,140061,fake
39,148549,fake
49,109796,fake
33,58118,fake
63,75817,fake
57,112862,fake
20,54166,fake
58,83872,fake
41,58953,fake
24,90172,fake
29,31028,fake
39,40038,fake
44,102315,fake
28,111566,fake
54,31669,fake
33,96613,fake
22,128157,fake
24,47797,fake
57,136508,fake
59,131628,fake
49,44345,fake
40,55116,fake
25,96931,fake
46,98154,fake
43,120757,fake
46,74117,fake
25,50393,fake
32,59714,fake
39,129580,fake
57,114922,fake
51,86200,fake
48,34491,fake
18,87839,fake
33,31061,fake
29,44633,fake
39,141727,fake
30,55209,fake
35,77371,fake
53,126910,fake
29,38581,fake
43,72899,fake
19,98332,fake
22,54589,fake
65,56612,fake
56,57663,fake
59,60656,fake
41,96766,fake
56,77045,fake
35,35455,fake
30,115399,fake
34,105628,fake
40,72391,fake
22,148588,fake
36,116976,fake
52,22483,fake
18,108012,fake
31,106204,fake
54,120109,fake
51,69329,fake
47,48388,fake
25,82389,fake
64,44252,fake
47,50258,fake
61,123377,fake
56,38608,fake
57,130384,fake
36,45557,fake
44,93849,fake
53,109122,fake
56,35453,fake
62,78832,fake
22,26272,fake
61,33654,fake
41,60640,fake
44,78886,fake
18,47808,fake
48,21840,fake
40,50776,fake
21,138382,fake
58,119506,fake
63,44440,fake
25,18262,fake
42,36575,fake
49,47626,fake
48,138991,fake
43,144957,fake
37,121206,fake
38,100825,fake
23,29110,fake
23,127121,fake
42,147325,fake
40,104260,fake
23,35302,fake
51,74059,fake
34,76055,fake
60,56662,fake
59,119228,fake
64,105174,fake
41,45434,fake
33,128664,fake
32,23502,fake
37,50956,fake
32,128073,fake
60,99621,fake
22,109042,fake
21,76250,fake
31,67809,fake
32,16018,fake
42,76270,fake
30,141039,fake
64,103478,fake
56,47497,fake
20,147641,fake
60,111508,fake
48,147251,fake
50,94927,fake
38,21855,fake
27,21623,fake
51,108021,fake
19,29108,fake
23,71974,fake
33,36937,fake
25,117683,fake
40,80837,fake
47,23362,fake
42,45735,fake
39,50572,fake
23,49488,fake
38,142414,fake
50,65501,fake
32,75073,fake
49,52440,fake
37,107887,fake
24,143172,fake
60,34224,fake
56,98496,fake
19,136648,fake
40,73461,fake
25,24133,fake
33,130896,fake
47,71528,fake
34,118742,fake
36,125673,fake
44,57264,fake
38,132069,fake
41,45111,fake
55,68835,fake
55,19107,fake
36,132721,fake
45,118904,fake
56,116926,fake
44,95103,fake
48,149404,fake
43,18792,fake
61,86317,fake
37,44818,fake
45,55222,fake
54,66181,fake
58,51005,fake
26,121851,fake
37,129724,fake
36,49531,fake
24,121595,fake
22,89734,fake
52,142554,fake
43,94119,fake
56,39010,fake
53,69424,fake
43,16931,fake
53,140270,fake
65,85002,fake
62,42934,fake
31,115524,fake
56,91674,fake
63,113571,fake
37,106095,fake
24,135843,fake
50,19699,fake
40,145245,fake
33,75027,fake
59,135494,fake
55,120103,fake
21,93007,fake
40,125904,fake
22,116536,fake
36,124329,fake
54,130235,fake
51,66944,fake
24,72721,fake
52,94914,fake
43,55868,fake
41,106536,fake
23,112870,fake
37,107222,fake
64,63163,fake
35,51042,fake
22,74930,fake
55,36000,fake
37,70337,fake
42,29204,fake
54,101415,fake
26,59316,fake
65,59306,fake
25,141428,fake
55,62914,fake
39,82226,fake
39,82182,fake
21,125075,fake
29,114251,fake
21,28642,fake
22,61146,fake
54,118914,fake
56,62103,fake
38,103883,fake
52,100262,fake
48,90015,fake
20,132018,fake
52,61897,fake
56,29649,fake
42,81832,fake
28,134560,fake
24,138846,fake
33,66460,fake
44,145068,fake
58,56104,fake
57,146919,fake
65,56275,fake
19,25863,fake
26,101082,fake
30,139458,fake
21,111836,fake
28,83335,fake
62,120733,fake
19,36241,fake
42,56423,fake
20,96302,fake
35,56218,fake
43,21108,fake
26,46852,fake
29,131881,fake
40,70941,fake
60,81725,fake
29,87130,fake
32,21053,fake
49,149122,fake
37,51356,fake
35,18950,fake
29,57606,fake
29,134783,fake
23,59252,fake
18,93300,fake
18,31421,fake
50,49563,fake
60,55181,fake
39,45585,fake
47,48592,fake
42,20172,fake
48,84885,fake
24,48322,fake
38,114732,fake
47,74612,fake
32,18143,fake
33,35809,fake
59,110786,fake
25,112846,fake
51,18031,fake
18,62938,fake
21,28967,fake
64,35210,fake
42,135735,fake
49,63704,fake
44,120124,fake
43,78111,fake
42,109994,fake
31,22702,fake
38,112855,fake
36,48266,fake
51,64500,fake
59,115918,fake
26,92856,fake
56,113202,fake
60,110040,fake
42,38566,fake
47,27725,fake
59,123573,fake
31,20246,fake
48,46236,fake
32,40593,fake
22,34708,fake
46,21137,fake
45,31612,fake
23,65235,fake
45,92682,fake
23,115578,fake
28,115486,fake
46,93040,fake
37,136322,fake
24,120477,fake
38,21990,fake
52,83863,fake
36,136505,fake
31,94916,fake
41,32704,fake
38,70375,fake
53,44616,fake
35,125179,fake
22,109027,fake
33,142648,fake
46,46644,fake
20,117382,fake
55,82938,fake
37,142166,fake
43,91215,fake
37,100814,fake
44,15087,fake
59,104105,fake
31,91510,fake
26,90088,fake
51,140929,fake
43,29249,fake
55,113904,fake
19,53146,fake
32,139826,fake
39,31220,fake
34,145850,fake
51,139088,fake
37,47028,fake
59,97146,fake
62,75212,fake
24,117068,fake
48,17399,fake
22,133415,fake
28,40974,fake
54,103923,fake
60,31575,fake
38,82042,fake
56,124316,fake
51,50820,fake
50,103267,fake
62,94957,fake
18,59228,fake
44,55901,fake
52,135740,fake
31,142532,fake
30,56569,fake
43,59764,fake
26,108884,fake
62,71983,fake
51,113869,fake
53,53129,fake
25,31195,fake
65,98299,fake
60,141793,fake
27,127790,fake
65,93152,fake
39,121719,fake
19,93372,fake
54,131386,fake
33,93444,fake
48,94637,fake
27,86269,fake
62,130138,fake
20,17979,fake
63,51525,fake
31,105153,fake
51,25586,fake
55,93314,fake
65,28567,fake
50,71285,fake
61,145057,fake
26,56135,fake
49,112970,fake
42,114674,fake
58,28901,fake
51,143824,fake
24,107322,fake
21,20795,fake
47,66272,fake
29,39049,fake
25,94875,fake
51,95641,fake
54,111489,fake
45,113396,fake
61,111659,fake
34,28387,fake
39,119464,fake
31,31443,fake
52,120550,fake
52,39344,fake
43,61539,fake
23,42505,fake
34,49119,fake
22,75023,fake
39,107891,fake
38,84058,fake
29,120377,fake
57,44061,fake
35,121566,fake
45,114449,fake
47,106482,fake
43,125910,fake
24,58215,fake
28,141510,fake
44,101668,fake
19,34399,fake
43,71245,fake
65,25583,fake
43,78437,fake
24,62026,fake
64,33824,fake
18,103363,fake
62,92682,fake
35,59907,fake
41,70060,fake
38,32291,fake
37,142639,fake
30,71348,fake
28,78405,fake
61,141474,fake
24,38673,fake
38,106151,fake
46,65247,fake
57,94220,fake
50,74365,fake
25,43272,fake
29,46529,fake
63,62378,fake
65,93951,fake
36,91011,fake
19,71609,fake
48,124363,fake
45,125559,fake
28,88666,fake
29,76957,fake
28,109388,fake
59,130499,fake
50,84772,fake
57,112488,fake
19,74610,fake
62,32047,fake
32,27562,fake
51,52674,fake
24,82549,fake
49,84203,fake
28,27638,fake
30,45602,fake
19,41294,fake
45,44223,fake
28,24878,fake
33,122973,fake
19,126086,fake
27,123047,fake
57,97601,fake
33,145907,fake
51,136450,fake
38,25410,fake
38,51328,fake
59,49974,fake
23,18553,fake
33,24568,fake
42,135855,fake
43,138693,fake
46,141315,fake
28,48619,fake
37,123513,fake
60,72197,fake
41,133740,fake
40,83190,fake
36,40357,fake
27,41100,fake
60,133878,fake
24,121863,fake
28,82458,fake
54,44540,fake
26,71155,fake
43,26899,fake
26,111368,fake
19,56860,fake
35,107428,fake
51,72579,fake
45,125596,fake
31,88758,fake
51,76965,fake
19,87301,fake
33,112572,fake
30,145059,fake
56,36243,fake
38,63165,fake
28,104876,fake
30,18210,fake
63,49954,fake
54,105850,fake
35,100337,fake
55,73686,fake
40,144580,fake
44,96109,fake
49,23895,fake
19,20338,fake
56,44085,fake
54,120775,fake
61,111787,fake
22,139544,fake
62,47414,fake
46,113531,fake
38,66128,fake
46,128830,fake
26,138289,fake
42,119560,fake
19,78272,fake
59,52602,fake
42,85189,fake
32,98715,fake
41,43746,fake
29,86946,fake
29,70008,fake
64,58917,fake
57,49347,fake
40,52186,fake
43,114121,fake
41,89181,fake
52,111471,fake
32,67625,fake
58,17403,fake
19,103624,fake
47,88221,fake
25,36013,fake
45,131716,fake
55,67334,fake
65,78418,fake
60,54003,fake
34,55855,fake
22,26020,fake
37,46661,fake
44,65478,fake
40,101134,fake
57,130304,fake
33,109301,fake
52,87995,fake
20,89532,fake
30,105684,fake
53,39555,fake
42,17624,fake
28,75049,fake
40,52454,fake
64,133631,fake
50,75529,fake
38,121322,fake
44,132843,fake
54,81358,fake
33,90106,fake
34,123457,fake
41,24619,fake
60,79730,fake
63,141872,fake
28,130352,fake
28,26114,fake
26,86242,fake
23,34534,fake
62,77278,fake
32,120657,fake
23,113789,fake
47,49557,fake
37,118387,fake
61,76548,fake
61,27374,fake
55,97194,fake
31,21137,fake
55,38388,fake
22,26576,fake
20,45574,fake
38,89228,fake
22,77931,fake
39,75904,fake
53,129496,fake
55,130687,fake
40,145364,fake
38,15072,fake
45,93000,fake
49,86335,fake
18,45903,fake
59,39064,fake
56,16774,fake
18,72934,fake
19,60521,fake
60,80094,fake
41,122715,fake
63,15266,fake
29,38658,fake
20,74644,fake
56,127472,fake
34,134332,fake
59,131110,fake
55,66807,fake
57,56030,fake
58,109618,fake
55,43989,fake
48,99690,fake
58,109483,fake
60,77744,fake
36,99049,fake
37,56378,fake
50,120103,fake
40,51652,fake
50,129630,fake
23,42687,fake
44,74479,fake
52,147984,fake
48,128326,fake
28,78392,fake
48,41114,fake
31,22924,fake
18,96454,fake
33,110872,fake
52,67841,fake
35,102618,fake
18,132575,fake
21,128959,fake
58,107381,fake
20,130237,fake
56,137150,fake
55,96438,fake
62,88433,fake
65,54340,fake
54,33956,fake
39,94239,fake
52,113175,fake
54,26039,fake
34,24898,fake
53,127446,fake
29,29340,fake
30,55481,fake
37,111079,fake
53,31436,fake
61,120256,fake
50,140139,fake
46,77238,fake
20,127573,fake
60,81570,fake
60,96621,fake
45,94130,fake
25,63228,fake
54,140376,fake
51,134773,fake
65,137127,fake
50,57553,fake
30,139960,fake
64,148220,fake
53,74488,fake
47,125915,fake
41,126818,fake
57,65178,fake
61,48232,fake
38,31962,fake
26,70168,fake
41,35222,fake
64,83203,fake
28,86195,fake
54,109557,fake
36,86364,fake
43,27155,fake
20,127425,fake
21,36168,fake
61,29748,fake
40,146806,fake
19,92117,fake
53,20209,fake
25,74655,fake
59,108645,fake
57,61555,fake
50,57685,fake
55,76561,fake
65,37972,fake
48,30638,fake
42,143096,fake
25,135487,fake
21,75832,fake
44,80784,fake
36,104067,fake
30,35780,fake
33,41496,fake
43,21204,fake
39,62233,fake
41,85203,fake
59,97619,fake
46,58061,fake
57,120194,fake
34,104408,fake
20,75314,fake
33,55507,fake
41,91168,fake
61,16384,fake
36,41758,fake
22,70513,fake
63,81957,fake
56,63749,fake
25,17979,fake
29,79472,fake
54,134656,fake
43,27511,fake
46,108314,fake
56,25410,fake
59,144149,fake
63,140247,fake
46,124926,fake
25,30739,fake
61,101168,fake
43,142888,fake
52,123050,fake
39,20557,fake
62,25118,fake
35,71607,fake
21,65171,fake
53,103940,fake
44,91861,fake
38,64393,fake
55,74318,fake
20,56782,fake
21,15168,fake
53,44655,fake
35,61162,fake
57,55263,fake
30,126891,fake
53,84586,fake
60,56056,fake
29,79555,fake
24,60225,fake
26,104902,fake
57,50109,fake
23,79001,fake
63,64345,fake
43,72042,fake
18,118875,fake
58,60268,fake
30,106227,fake
59,66355,fake
32,135130,fake
40,128773,fake
37,100756,fake
26,75368,fake
23,110109,fake
20,45715,fake
36,105822,fake
58,91685,fake
55,44550,fake
30,110193,fake
38,120811,fake
56,73296,fake
21,144777,fake
39,26277,fake
29,120102,fake
30,32594,fake
18,32005,fake
47,95013,fake
26,34776,fake
49,63670,fake
61,29304,fake
49,29345,fake
52,127486,fake
30,69805,fake
35,83168,fake
55,50322,fake
58,145793,fake
43,89242,fake
36,140206,fake
33,37563,fake
34,74405,fake
39,110311,fake
46,86715,fake
56,49206,fake
52,95392,fake
62,72195,fake
52,124710,fake
53,85976,fake
22,117491,fake
29,137184,fake
24,90656,fake
54,90847,fake
28,144999,fake
62,130987,fake
42,31547,fake
58,129722,fake
49,148740,fake
40,141856,fake
43,40421,fake
29,110527,fake
38,145870,fake
45,146265,fake
19,97522,fake
26,123890,fake
50,139302,fake
39,115116,fake
61,90360,fake
34,59550,fake
54,97432,fake
61,56577,fake
56,28455,fake
52,116234,fake
58,127818,fake
49,149733,fake
47,141029,fake
37,54880,fake
30,36332,fake
48,55628,fake
60,77025,fake
34,98221,fake
26,57394,fake
35,121966,fake
50,131419,fake
24,135261,fake
21,85830,fake
40,61295,fake
26,69934,fake
60,85628,fake
43,69717,fake
38,54210,fake
44,137716,fake
40,79762,fake
23,41774,fake
32,81392,fake
51,127518,fake
47,66710,fake
28,128567,fake
52,50486,fake
24,57402,fake
27,38724,fake
55,134750,fake
37,138818,fake
29,41137,fake
36,90092,fake
19,53641,fake
39,100731,fake
56,80262,fake
33,147901,fake
31,24738,fake
38,126589,fake
61,105357,fake
20,71404,fake
45,51072,fake
37,60992,fake
34,45574,fake
42,32339,fake
62,91410,fake
36,23424,fake
48,72911,fake
21,106781,fake
44,94354,fake
21,107730,fake
49,45458,fake
61,99250,fake
19,59514,fake
64,141621,fake
50,124299,fake
27,125229,fake
22,22784,fake
18,146497,fake
61,142400,fake
48,87347,fake
38,107064,fake
30,59523,fake
28,142981,fake
32,140357,fake
32,81009,fake
59,36915,fake
36,64268,fake
65,94163,fake
58,50149,fake
24,22163,fake
34,78532,fake
46,101595,fake
42,57060,fake
42,100521,fake
30,123555,fake
30,92139,fake
62,38907,fake
58,125825,fake
40,97108,fake
28,29300,fake
34,96379,fake
29,99036,fake
28,77153,fake
27,33637,fake
26,147637,fake
34,46860,fake
22,146326,fake
48,97707,fake
51,35225,fake
46,75315,fake
31,22995,fake
41,71825,fake
30,59284,fake
19,110054,fake
52,34938,fake
58,30946,fake
48,63679,fake
47,111302,fake
20,64097,fake
26,141223,fake
31,77173,fake
33,44030,fake
20,144911,fake
50,59600,fake
45,143913,fake
53,26996,fake
19,125122,fake
18,105678,fake
26,77909,fake
63,53064,fake
63,80051,fake
57,149839,fake
49,139467,fake
35,78684,fake
59,58989,fake
22,18414,fake
31,100963,fake
43,31879,fake
38,137243,fake
59,27431,fake
34,54807,fake
46,125522,fake
48,73825,fake
54,62777,fake
56,131963,fake
56,21358,fake
32,48319,fake
33,85462,fake
60,114243,fake
65,33744,fake
57,58777,fake
65,112034,fake
32,40439,fake
41,26895,fake
18,33127,fake
26,17902,fake
60,138217,fake
26,88307,fake
59,81353,fake
25,51952,fake
60,17094,fake
45,49475,fake
31,22831,fake
46,42413,fake
36,75133,fake
32,120448,fake
41,109727,fake
42,104583,fake
51,134864,fake
23,127766,fake
50,73491,fake
57,137696,fake
28,21179,fake
20,116721,fake
45,96600,fake
25,100824,fake
33,144654,fake
58,112274,fake
41,81026,fake
35,17655,fake
60,115353,fake
61,78461,fake
29,139354,fake
21,90887,fake
21,135151,fake
63,93903,fake
44,69636,fake
19,98402,fake
20,141354,fake
20,142802,fake
32,41757,fake
64,41876,fake
55,124407,fake
25,128580,fake
58,106909,fake
21,104633,fake
18,42946,fake
20,121501,fake
61,145549,fake
61,67991,fake
26,118934,fake
59,37781,fake
25,149048,fake
57,32850,fake
18,61391,fake
56,47874,fake
18,84165,fake
28,17410,fake
50,141160,fake
24,32261,fake
24,128433,fake
54,36501,fake
37,72421,fake
19,69461,fake
32,20534,fake
38,120587,fake
63,21281,fake
28,104942,fake
28,106528,fake
55,71009,fake
61,98819,fake
48,56296,fake
47,85161,fake
21,141441,fake
43,104483,fake
31,67678,fake
50,146856,fake
50,67527,fake
41,91586,fake
36,126898,fake
60,102127,fake
61,143437,fake
61,40645,fake
50,16741,fake
36,62335,fake
62,27449,fake
49,129971,fake
51,125875,fake
23,40809,fake
22,71789,fake
61,109271,fake
25,63949,fake
65,46242,fake
63,25543,fake
61,39534,fake
60,26987,fake
63,148478,fake
39,55320,fake
62,125887,fake
36,115796,fake
47,44310,fake
51,75952,fake
56,68399,fake
54,45805,fake
62,43712,fake
64,18222,fake
55,66001,fake
39,24447,fake
63,44230,fake
19,23905,fake
56,102233,fake
42,53225,fake
35,56618,fake
37,148998,fake
30,56948,fake
62,52128,fake
24,101059,fake
57,31008,fake
46,51614,fake
65,133590,fake
39,134414,fake
48,109932,fake
31,37523,fake
33,81757,fake
29,115937,fake
31,62654,fake
51,117043,fake
31,80296,fake
19,141077,fake
31,30973,fake
31,127967,fake
59,130186,fake
61,86101,fake
62,57603,fake
43,148130,fake
53,62402,fake
30,25862,fake
28,93894,fake
47,53570,fake
21,23103,fake
32,24413,fake
52,128512,fake
47,59983,fake
32,124130,fake
46,54378,fake
34,107977,fake
41,94976,fake
23,33400,fake
57,78802,fake
45,103985,fake
32,28526,fake
50,125739,fake
50,17239,fake
22,76545,fake
39,78770,fake
64,43421,fake
19,41707,fake
39,118251,fake
24,70262,fake
62,49671,fake
54,107344,fake
63,54587,fake
20,120058,fake
45,103087,fake
51,138919,fake
57,145652,fake
48,85375,fake
43,133725,fake
29,110181,fake
18,104945,fake
34,118645,fake
63,131316,fake
19,108125,fake
21,19621,fake
63,36048,fake
65,147974,fake
54,66048,fake
40,61529,fake
31,16144,fake
47,44467,fake
51,110722,fake
47,19507,fake
36,44187,fake
32,78699,fake
27,69469,fake
46,25427,fake
25,39642,fake
46,49993,fake
47,135563,fake
58,58322,fake
24,23126,fake
46,132840,fake
29,116164,fake
18,102254,fake
34,144893,fake
43,50887,fake
30,75090,fake
27,113176,fake
19,116873,fake
51,44688,fake
21,149642,fake
34,128075,fake
51,54093,fake
55,82948,fake
39,137283,fake
42,136600,fake
61,91417,fake
29,138239,fake
55,147113,fake
57,82627,fake
48,128489,fake
31,49076,fake
34,73051,fake
19,140323,fake
40,30637,fake
27,124546,fake
21,83449,fake
36,67681,fake
29,133027,fake
46,91215,fake
65,138668,fake
38,63887,fake
34,135385,fake
56,92836,fake
31,33799,fake
18,56468,fake
39,91703,fake
57,77752,fake
37,66127,fake
51,143757,fake
27,62941,fake
61,70244,fake
59,95903,fake
49,34414,fake
36,64033,fake
21,29049,fake
26,22690,fake
60,27829,fake
28,55348,fake
32,28412,fake
36,143076,fake
40,124468,fake
58,144352,fake
28,38049,fake
42,139034,fake
56,17332,fake
22,95858,fake
60,71468,fake
19,141437,fake
64,25935,fake
30,110678,fake
40,101977,fake
20,126300,fake
23,114779,fake
30,98613,fake
41,59960,fake
37,23830,fake
44,71353,fake
41,27329,fake
64,100670,fake
51,46094,fake
32,130431,fake
64,69207,fake
20,30412,fake
28,22134,fake
37,21664,fake
65,103948,fake
28,67005,fake
28,100427,fake
50,105923,fake
40,60910,fake
46,147715,fake
40,94359,fake
57,86656,fake
44,138128,fake
50,110623,fake
41,123942,fake
61,102905,fake
56,131863,fake
45,23628,fake
45,52953,fake
30,89137,fake
29,125413,fake
55,15917,fake
64,63023,fake
37,126112,fake
43,128941,fake
55,124830,fake
49,30654,fake
40,62114,fake
23,21568,fake
34,42567,fake
35,56817,fake
21,39151,fake
50,67898,fake
64,23756,fake
42,133205,fake
19,110426,fake
65,108268,fake
48,64846,fake
59,103691,fake
42,35085,fake
63,50872,fake
61,113017,fake
50,123524,fake
61,38844,fake
42,38385,fake
28,17045,fake
19,86030,fake
44,47168,fake
49,115803,fake
20,25908,fake
56,50177,fake
29,84189,fake
37,53515,fake
23,59140,fake
27,116546,fake
59,100492,fake
51,143987,fake
24,58705,fake
65,128504,fake
23,65621,fake
47,42283,fake
60,83255,fake
65,135885,fake
47,107739,fake
52,111173,fake
39,124807,fake
21,19460,fake
20,141170,fake
33,145040,fake
59,100245,fake
27,45736,fake
53,76004,fake
47,63565,fake
50,42999,fake
41,30289,fake
53,142617,fake
31,59548,fake
57,90972,fake
27,60853,fake
27,92992,fake
46,133733,fake
39,113098,fake
51,102478,fake
47,98115,fake
23,110614,fake
58,87930,fake
47,24946,fake
35,116302,fake
52,120437,fake
38,40839,fake
49,67649,fake
61,131275,fake
33,59980,fake
56,39260,fake
61,149151,fake
47,40781,fake
62,32314,fake
61,43743,fake
36,36277,fake
28,80477,fake
52,82079,fake
45,123106,fake
29,53195,fake
30,70790,fake
63,30940,fake
27,90994,fake
19,29138,fake
59,35891,fake
57,63232,fake
29,47335,fake
65,33904,fake
24,80516,fake
62,142376,fake
50,59028,fake
57,76879,fake
31,28281,fake
59,136591,fake
48,101059,fake
21,30195,fake
31,146772,fake
25,120249,fake
36,47778,fake
37,99742,fake
40,120621,fake
50,149864,fake
44,116269,fake
63,111935,fake
53,44181,fake
26,98644,fake
52,97866,fake
23,127591,fake
20,149521,fake
51,30059,fake
62,109771,fake
18,99106,fake
40,96462,fake
65,53220,fake
30,93063,fake
30,44100,fake
47,28468,fake
47,95969,fake
63,54287,fake
21,70623,fake
55,55641,fake
33,18272,fake
27,19896,fake
58,78872,fake
41,79789,fake
48,87418,fake
22,51135,fake
65,82955,fake
54,51233,fake
51,125939,fake
62,26514,fake
23,51871,fake
50,147366,fake
44,93631,fake
22,135728,fake
51,43019,fake
23,131675,fake
22,76512,fake
56,74299,fake
24,28947,fake
43,31237,fake
40,100096,fake
24,20428,fake
51,61444,fake
33,15369,fake
64,133105,fake
51,39020,fake
47,48251,fake
33,131433,fake
44,111023,fake
56,91564,fake
26,99250,fake
39,94882,fake
36,109768,fake
52,125044,fake
51,25972,fake
19,63008,fake
49,40097,fake
39,77587,fake
27,90962,fake
47,129220,fake
33,68457,fake
36,103798,fake
30,70258,fake
59,106911,fake
59,133722,fake
29,140326,fake
25,126163,fake
44,25070,fake
20,61996,fake
52,16163,fake
49,16472,fake
39,143248,fake
34,143781,fake
57,26296,fake
22,106456,fake
39,148600,fake
41,143611,fake
19,92613,fake
64,50994,fake
22,52922,fake
34,64997,fake
52,75919,fake
23,115102,fake
40,62305,fake
63,63339,fake
56,70832,fake
61,131560,fake
58,84558,fake
55,112119,fake
62,62683,fake
49,135093,fake
54,19164,fake
37,109888,fake
40,17306,fake
51,69582,fake
54,136737,fake
59,39971,fake
40,91463,fake
46,82558,fake
50,52637,fake
33,147727,fake
53,57618,fake
33,61174,fake
50,64968,fake
64,94091,fake
32,86018,fake
37,109960,fake
45,105162,fake
64,105908,fake
43,72433,fake
26,68151,fake
65,57373,fake
33,32085,fake
38,33240,fake
36,97587,fake
39,109569,fake
34,54308,fake
32,41405,fake
20,44572,fake
60,26891,fake
46,60079,fake
36,46437,fake
42,93212,fake
31,121085,fake
51,73978,fake
45,87534,fake
39,121676,fake
34,108610,fake
47,17211,fake
46,65521,fake
36,46480,fake
46,126971,fake
53,65642,fake
55,63158,fake
34,34614,fake
64,24285,fake
22,56618,fake
55,135545,fake
33,62489,fake
19,136453,fake
63,38180,fake
32,55880,fake
63,83467,fake
28,39466,fake
59,76187,fake
41,41381,fake
20,49735,fake
43,64281,fake
53,67836,fake
19,66519,fake
19,54810,fake
31,58696,fake
18,132276,fake
28,57786,fake
27,38867,fake
61,143622,fake
52,96210,fake
53,42601,fake
62,38576,fake
49,19774,fake
62,81166,fake
26,22236,fake
58,28312,fake
65,90660,fake
48,79971,fake
46,100111,fake
56,94387,fake
37,87153,fake
18,125151,fake
26,79315,fake
19,140533,fake
57,143646,fake
55,124588,fake
49,56851,fake
47,116596,fake
59,30597,fake
23,93070,fake
23,144806,fake
57,52447,fake
36,44220,fake
55,19914,fake
33,41825,fake
50,44829,fake
22,118780,fake
47,103400,fake
44,40184,fake
44,122640,fake
31,122098,fake
65,145703,fake
48,109633,fake
56,63412,fake
65,39095,fake
47,31318,fake
27,50221,fake
